Format,Rank,Name,Team,Position,Age,Tier,Trend,Base Value,TEP Level,Adjusted Value
2,40,George Pickens,PIT,WR,23.7,10,40,5673,1.1,5673
2,40,George Pickens,PIT,WR,23.7,10,40,5673,1.2,5673
2,40,George Pickens,PIT,WR,23.7,10,40,5673,1.3,5673
2,41,Rashee Rice,KCC,WR,24.6,11,-2,5453,Baseline,5453
2,41,Rashee Rice,KCC,WR,24.6,11,-2,5453,1.1,5453
2,41,Rashee Rice,KCC,WR,24.6,11,-2,5453,1.2,5453
2,41,Rashee Rice,KCC,WR,24.6,11,-2,5453,1.3,5453
2,42,Jaxon Smith-Njigba,SEA,WR,22.8,11,13,5432,Baseline,5432
2,42,Jaxon Smith-Njigba,SEA,WR,22.8,11,13,5432,1.1,5432
2,42,Jaxon Smith-Njigba,SEA,WR,22.8,11,13,5432,1.2,5432
2,42,Jaxon Smith-Njigba,SEA,WR,22.8,11,13,5432,1.3,5432
2,43,Zay Flowers,BAL,WR,24.2,11,4,5428,Baseline,5428
2,43,Zay Flowers,BAL,WR,24.2,11,4,5428,1.1,5428
2,43,Zay Flowers,BAL,WR,24.2,11,4,5428,1.2,5428
2,43,Zay Flowers,BAL,WR,24.2,11,4,5428,1.3,5428
2,44,DK Metcalf,SEA,WR,26.9,11,-11,5420,Baseline,5420
2,44,DK Metcalf,SEA,WR,26.9,11,-11,5420,1.1,5420
2,44,DK Metcalf,SEA,WR,26.9,11,-11,5420,1.2,5420
2,44,DK Metcalf,SEA,WR,26.9,11,-11,5420,1.3,5420
2,45,2025 Mid 1st,FA,PICK,N/A,12,0,5293,Baseline,5293
2,45,2025 Mid 1st,FA,PICK,N/A,12,0,5293,1.1,5293
2,45,2025 Mid 1st,FA,PICK,N/A,12,0,5293,1.2,5293
2,45,2025 Mid 1st,FA,PICK,N/A,12,0,5293,1.3,5293
2,46,Baker Mayfield,TBB,QB,29.6,12,-2,5278,Baseline,5278
2,46,Baker Mayfield,TBB,QB,29.6,12,-2,5278,1.1,5278
2,46,Baker Mayfield,TBB,QB,29.6,12,-2,5278,1.2,5278
2,46,Baker Mayfield,TBB,QB,29.6,12,-2,5278,1.3,5278
2,47,DeVonta Smith,PHI,WR,26.0,12,-9,5272,Baseline,5272
2,47,DeVonta Smith,PHI,WR,26.0,12,-9,5272,1.1,5272
2,47,DeVonta Smith,PHI,WR,26.0,12,-9,5272,1.2,5272
2,47,DeVonta Smith,PHI,WR,26.0,12,-9,5272,1.3,5272
2,48,Derrick Henry,BAL,RB,30.9,12,9,5264,Baseline,5264
2,48,Derrick Henry,BAL,RB,30.9,12,9,5264,1.1,5264
2,48,Derrick Henry,BAL,RB,30.9,12,9,5264,1.2,5264
2,48,Derrick Henry,BAL,RB,30.9,12,9,5264,1.3,5264
2,49,James Cook,BUF,RB,25.2,12,-3,5244,Baseline,5244
2,49,James Cook,BUF,RB,25.2,12,-3,5244,1.1,5244
2,49,James Cook,BUF,RB,25.2,12,-3,5244,1.2,5244
2,49,James Cook,BUF,RB,25.2,12,-3,5244,1.3,5244
2,50,Jayden Reed,GBP,WR,24.6,12,-19,5227,Baseline,5227
2,50,Jayden Reed,GBP,WR,24.6,12,-19,5227,1.1,5227
2,50,Jayden Reed,GBP,WR,24.6,12,-19,5227,1.2,5227
2,50,Jayden Reed,GBP,WR,24.6,12,-19,5227,1.3,5227
